# 2017-01-19 02:18:08 ../../pysilfont/scripts/tools/UFOpsnamesmap.py
# GentiumPlus-Regular.ufo

LtnSmZHook.sc,uni0225.sc
LtnSmECircumAcute.sc,uni1EBF.sc
MillSgn,uni20A5
ZeroWidthNoBreakSpace.ShowInv,uniFEFF.ShowInv
LtnCapB.Sophia,compLtnCapB
GrSmEpsilonWDasia,uni1F11
LtnSmARingAbvAcute.SngStory,aringacute.SngStory
LtnSmCapInvR,uni0281
LtnCapAMacron,Amacron
CombRtTackBlw,uni0319
LtnSmAVDigraphStrk,uniA73B
GermanPennySgn,uni20B0
CombCandrabindu,uni0310
LftStemTnLtr4Dep,uniF1D1
CySmCheDesc.sc,uni04B7.sc
LtnSmTurnedRLngLegHook,uniF269
TnStaffLft4,uniA713.lstaff
CyCapGje,uni0403
LtnSmZSwashTail.sc,uni0240.sc
TnLtrNineSeg76.Lines,uniF1F7F1F6.Lines
DigitFive,five
GrKappaSym,uni03F0
CombDiaer.Sup,uni0308.Sup
LtnSmFPalHookDep,uniF227
GrSmOmegaWDasiaPerisYpo.Por,uni1FA7.Por
EuroSgn,Euro
LtnSmEng.Kom,eng.Kom
GrSmAlphaWVrachy,uni1FB0
LtnSmOBreve,obreve
CombAlmostEqToBlwDep,uniF17B
LtnSmCapR.sc,uni0280.sc
TnLtrNineSeg38.Lines,uniF1F3F1F8.Lines
LtnSmRevOpnE,uni025C
LtnSmGMacron.SngBowl.sc,uni1E21.SngBowl.sc
LtnSmEDotAbv.LP,edotaccent.LP
VS9.ShowInv,uniFE08.ShowInv
ModTnYangPing,uniA701
GrSmNu,nu
LtnSmRDotAbv.LP,uni1E59.LP
TnContRt24,uni02E8.4
CySmVe,uni0432
ModCircumAccent.LP,circumflex.LP
LtnCapEng.BaselineHook,Eng.BaselineHook
LtnSmABreve.SngStory,abreve.SngStory
ModTnYangShangDep,uniF1E4
TnLtrSeg35,compTnLtrSeg35
CySmJe.Dotless,uni0458.Dotless
LtnSmODotBlw.sc,uni1ECD.sc
LtnSmCAcute.LP,cacute.LP
LtnCapGStrk,uni01E4
CyCapU,uni0423
LtnSmHCedilla,uni1E29
IdenticalTo,equivalence
LtnCapSaltillo,uniA78B
LtnSmICircum.LP,icircumflex.LP
GrSmOmegaWTonos,omegatonos
ModSmTrndOpnE,uni1D4C
CombUpTackBlw,uni031D
LtnSmZDotAbv.SItal.LP,zdotaccent.SItal.LP
CySmUDiaer,uni04F1
LtnSmVDiagStrk,uniA75F
LtnSmOStrkAcute,oslashacute
LtnSmIDotBlw.LP,uni1ECB.LP
Caron,caron
LtnSmQStrk,uniA757
LftStemTnLtr2Dep,uniF1D3
LtnSmDTailHookDep,uniF20C
CyCapElMiddleHook,uni0520
LtnSmFDotAbv.SItal,uni1E1F.SItal
LtnCapEOgonek,Eogonek
LtnSmJCircum.LP,jcircumflex.LP
TnLtrNineSeg67.Lines,uniF1F6F1F7.Lines
LtnCapL.Sophia,compLtnCapL
LtnCapBHook.TopBar,uni0181.TopBar
GrSmAlphaWDasiaPerisYpo,uni1F87
LtnSmECircumGrave,uni1EC1
LtnSmVYDigraph,uniA761
LtnSmABreveTilde.SngStory.VN.LP,uni1EB5.SngStory.VN.LP
QstnMrk,question
LtnSmJCaron.LP,uni01F0.LP
TnLtrBar,compTnLtrBar
LtnSmKAcute,uni1E31
CySmZheDiaer.sc,uni04DD.sc
LtnSmOHornDotBlw,uni1EE3
RubleSgn,uni20BD
GrSmCapRho,uni1D29
GrCapIotaWTonos,Iotatonos
BulletOperator,uni2219
LtnSmInvAlpha,uniAB64
LtnCapBDotAbv,uni1E02
CySmNje,uni045A
TengeSgn,uni20B8
LtnSmDBarredStem.sc,dcroat.sc
LtnSmOCircum.sc,ocircumflex.sc
LtnSmUCircum.sc,ucircumflex.sc
LtnSmECaron.LP,ecaron.LP
LtnRevGlottalStopStrk,uni02A2
LtnSubSmR,uni1D63
ModAcuteAccent.LP,uni02CA.LP
LtnSmZRetrHook,uni0290
LtnSmTCedilla.sc,uni0163.sc
TnLtrSeg31,compTnLtrSeg31
TnLtrSeg32,compTnLtrSeg32
LtnSmI.SItal.LP,i.SItal.LP
TnLtrSeg34,compTnLtrSeg34
LtnSmDotlessI.SItal,dotlessi.SItal
GrSmXi,xi
SupEight,uni2078
LtnSmTurnedRLngLeg,uni027A
LtnCapBTopbar,uni0182
LtnCapADiaer,Adieresis
CombLngReverseSolidusOverlay,uni20E5
ModSmCapUDep,uniF1CC
CombRingAbv,uni030A
LtnSmIOgonek,iogonek
TnLtrNineSeg19,uniF1F1F1F9
TnLtrNineSeg63.Lines,uniF1F6F1F3.Lines
CombAcute_MacronDep,uniF174
LtnSmEng.BaselineHook,eng.BaselineHook
MinusPlusSgn,uni2213
TnLtrNineSeg13,uniF1F1F1F3
LtnSmOHornGrave.LP,uni1EDD.LP
TnLtrNineSeg16,uniF1F1F1F6
LtnSmUDiaerGrave,uni01DC
LtnSmVTilde.LP,uni1E7D.LP
TnLtrNineSeg15,uniF1F1F1F5
CombCircumAcute.VN,uni0302_acutecomb.VN
LtnSmUInvBreve.sc,uni0217.sc
LtnSmUDiaerCaron.sc,uni01DA.sc
LtnSmCapAe,uni1D01
TnLtrNineSeg44,uniF1F4
LtnSmGStrk.sc,uni01E5.sc
GrDasiaPeris,uni1FDF
CombLftRtArrwBlw,uni034D
LtnSmRevE.sc,uni01DD.sc
SglLow9QuotMrk,quotesinglbase
CySmKaDesc.sc,uni049B.sc
TnLtrNineSeg46,uniF1F4F1F6
VulgFracThreeFifths,uni2157
LtnSmGHook.sc,uni0260.sc
LtnSmLigFl,fl
LtnCapEsh,uni01A9
CySmGheUpturn.sc,uni0491.sc
LtnSmACircum.LP,acircumflex.LP
MathBoldCapM,u1D40C
GrSmIotaWDasiaVaria,uni1F33
LtnCapZPalHook,uniF234
GrSmOmegaWDasiaPeris.Por,uni1F67.Por
RegisteredSgn,registered
TnLtrNineSeg42,uniF1F4F1F2
LtnSmAUDigraph,uniA737
RomNumTwo,uni2161
DwnArrw,arrowdown
LtnSmUMacron,umacron
LtnSmOCircumTilde.LP,uni1ED7.LP
LtnSmECircumGrave.VN.LP,uni1EC1.VN.LP
LtnSmCCedillaAcute.LP,uni1E09.LP
LtnCapITilde,Itilde
FontVertMetricsMrkrRt,uniF133
CySmKomiNje.sc,uni050B.sc
GrCapOmegaWVaria,uni1FFA
GrCapUpsilonWDasiaPeris.Por,uni1F5F.Por
LtnSmADotAbv.sc,uni0227.sc
LtnSmACircumAcute.VN,uni1EA5.VN
HorizBar,uni2015
CombMacronBlw,uni0331
LtnCapIDblGrave,uni0208
LtnCapEng.UCStyle,Eng.UCStyle
LtnSmEzh,uni0292
CyCapSoftSgn,uni042C
LtnCapNTilde,Ntilde
Hyphen_Soft.ShowInv,uni00AD.ShowInv
ModSmTopHalfO,uni1D54
LtnSmYGrave.sc,ygrave.sc
CySmEr,uni0440
ModSmVHook.StraightLft,uni1DB9.StraightLft
SupFour,uni2074
LtnSmZPalHook,uni1D8E
CyCapNje,uni040A
LtnCapYLoop,uni1EFE
ModLowCircumDep,uniF1E7
LtnSmSAcuteDotAbv,uni1E65
TnLtrNineSeg82,uniF1F8F1F2
LtnCapQStrk,uniA756
LtnCapIDiaer,Idieresis
LtnCapPAcute,uni1E54
GrSmIotaWDialPeris.Por,uni1FD7.Por
LtnSmTcDigraphCurl,uni02A8
LtnSmDDotAbv,uni1E0B
LtnCapECircumDotBlw,uni1EC6
CySmEsDesc.sc,uni04AB.sc
LtnSmZMiddleTilde,uni1D76
LtnSmDDotAbv.LP,uni1E0B.LP
GrPhiSym,phi1
CySmStraightUStrk,uni04B1
CySmKaHook,uni04C4
CySmDe.Serb,uni0434.Serb
IntlnrAnnotationTerminator,uniFFFB
LtnCapOCircumGrave.VN,uni1ED2.VN
LtnSmOTildeAcute.LP,uni1E4D.LP
LtnCapOi,uni01A2
LtnSmGBreve.sc,gbreve.sc
RtTopCurlyBrac,uni23AB
LtnCapOu,uni0222
CombRtArrwhdAbv,uni0350
LtnSmBLftHook,uniF26D
CySmEs.sc,uni0441.sc
LtnCapArchaicM,uniA7FF
LtnSmBPalHook,uni1D80
LtnCapOHornGrave,uni1EDC
LtnCapUDblAcute,Uhungarumlaut
InvQstnMrk,questiondown
LtnSmAGrave.LP,agrave.LP
GrCapUpsilonWDial,Upsilondieresis
LtnCapIOgonek.RetroHook,Iogonek.RetroHook
TnLtrNineSeg84,uniF1F8F1F4
CySmAbkhasCheDesc.sc,uni04BF.sc
CyCapSchwa,uni04D8
SupersetOf,uni2283
CyCapKomiDje,uni0502
ZeroWidthNonJoiner,uni200C
LtnCapOCircumGrave,uni1ED2
LtnCapOOgonekMacron,uni01EC
CyCapCheVertStrk,uni04B8
LtnSmEzhRev.sc,uni01B9.sc
LtnCapKDescDep,uniF263
LtnCapEDotBlw,uni1EB8
LtnCapTStrk,Tbar
ModVertLine.ChinantecTn,uni02C8.ChinantecTn
LtnSmYTilde.LP,uni1EF9.LP
CombOgonek.RetroHook,uni0328.RetroHook
LtnSmYHook.RtHook,uni01B4.RtHook
PesoSgn,uni20B1
GrPiSym,omega1
GrCapEtaWPsiliOxia,uni1F2C
GrSmIotaWDialPeris,uni1FD7
LtnCapOBreve,Obreve
LtnSmTRetrHook.sc,uni0288.sc
CyCapElDesc,uni052E
LtnSmGCaron.sc,gcaron.sc
LtnSmACircumGrave.VN,uni1EA7.VN
LtnCapSharpS,uni1E9E
LtnCapUHookAbv,uni1EE6
CySmGheDesc,uni04F7
LtnSmHDotAbv.sc,uni1E23.sc
LtnSmAGrave.SngStory.LP,agrave.SngStory.LP
LtnDentalClick,uni01C0
LtnSmNLngRtLeg,uni019E
TnLtrNineSeg86,uniF1F8F1F6
LtnCapOu.OpenTop,uni0222.OpenTop
GrSmTheta,theta
LftStemTnLtr3Dep,uniF1D2
LtnSmBDotAbv.LP,uni1E03.LP
LtnSmAYDigraph.sc,uniA73D.sc
LtnSmIRetrHook.Dotless,uni1D96.Dotless
TnLtrNineSeg59.Lines,uniF1F5F1F9.Lines
LtnCapOAcute,Oacute
SupplRtSubBracDot,uni2E05
LtnSmABreveHookAbv.SngStory,uni1EB3.SngStory
LtnSmHDiaer.sc,uni1E27.sc
LtnCapADotAbvMacron,uni01E0
LtnSmABreveHookAbv.VN,uni1EB3.VN
LtnSmSDotBlwDotAbv.sc,uni1E69.sc
GrSmIotaWDasia,uni1F31
TnLtrNineSeg88.Lines,uniF1F8.Lines
LtnSmYRingAbv,uni1E99
CombLftTackBlw,uni0318
LtnCapVisigothicZ,uniA762
LtnSmOOgonek.sc,uni01EB.sc
ModSmCapU,uni1DB8
TnContLft12,uniA715.1
LtnSmOTildeMacron.LP,uni022D.LP
LtnSmNCurl,uni0235
CySmWe,uni051D
TnContLft13,uniA714.1
CySmLigEnGhe.sc,uni04A5.sc
ModSmCapL,uni1DAB
LtnSmBBarredStem.sc,uni0180.sc
ModSmCapN,uni1DB0
CySmZeDiaer.sc,uni04DF.sc
LtnSmRamsHorn.LrgBowl,uni0264.LrgBowl
LtnSmYGrave,ygrave
LtnSmUTildeBlw,uni1E75
TnContLft15,uniA712.1
LtnSmIDotAbv.SItal.LP,idotaccent.SItal.LP
LtnSmAInvBreve.SngStory,uni0203.SngStory
LtnSmITilde.sc,itilde.sc
LtnSmACircumGrave.SngStory.VN.LP,uni1EA7.SngStory.VN.LP
LtnSmTrndOe,uni1D14
GrSmOmegaWDasiaPerisYpo,uni1FA7
LtnLigSmFSmFSmI.sc,f_f_i.sc
LtnSmACircumAcute.2StorySItal.LP,uni1EA5.2StorySItal.LP
Macron,macron
CombDblMacron,uni035E
CombTrndCommaAbv,uni0312
ModTnYangQuDep,uniF1E5
ManatSgn,uni20BC
ModSmIota,uni1DA5
LtnSmARingBlw.SngStory,uni1E01.SngStory
ModSmBeta,uni1D5D
LtnCapCuatrilloComma,uniA72E
CombDblTildeLft,uniFE22
LtnSmGDotAbv.SngBowl.sc,gdotaccent.SngBowl.sc
LtnSmIota.sc,uni0269.sc
LtnSmTeshDigraph,uni02A7
CombGraphemeJoiner.ShowInv,uni034F.ShowInv
LtnSmOpnO.TopSerif,uni0254.TopSerif
CombDiaer,uni0308
LtnCapTDiagStrk,uni023E
LtnSmUCaron,uni01D4
CyPalochka,uni04C0
GrSmIotaWDialTonos,iotadieresistonos
LtnCapTrndM,uni019C
ModRevComma,uni02BD
LtnSmCapRevN,uni1D0E
CySmIeBreve.sc,uni04D7.sc
LtnCapKRtDiagStrk,uniA742
CyCapRevZeDep,uniF32A
LtnCapZDescDep,uniF265
TnLtrNineSeg15.Lines,uniF1F1F1F5.Lines
LtnSmACircumHookAbv.VN.LP,uni1EA9.VN.LP
LtnSmUDiaerBlw,uni1E73
LtnSmAAcute,aacute
LtnCapAtDep,uniF248
LtnSmSCaron.LP,scaron.LP
TnLtrNineSeg69.Lines,uniF1F6F1F9.Lines
GrSubSmRho,uni1D68
LtnSmWHook,uni2C73
LtnSmOpnO.sc,uni0254.sc
TnLtrNineSeg71.Lines,uniF1F7F1F1.Lines
LtnSmInsularG.sc,uni1D79.sc
LtnSmITildeBlw.SItal.LP,uni1E2D.SItal.LP
SubPlusSgn,uni208A
GrSmIotaWPsiliPeris.Por,uni1F36.Por
LtnSmACircumHookAbv.VN,uni1EA9.VN
LtnSmCCircum.sc,ccircumflex.sc
LtnSmABreveAcute.2StorySItal.VN,uni1EAF.2StorySItal.VN
ModBeginLowTn,uni02FB
GrSmIotaWTonos,iotatonos
LtnCapLAcute,Lacute
GrSmHeta,uni0371
CySmKje.sc,uni045C.sc
CombRtArrwBlw,uni20EF
LtnCapUDotBlw,uni1EE4
TnContRt32,uni02E7.2
TnContRt31,uni02E7.1
GrSmIotaWDasiaPeris.Por,uni1F37.Por
CombBreve.CyShortMrkAlt,uni0306.CyShortMrkAlt
LtnCapP.Sophia,compLtnCapP
LftToRtMrk,uni200E
ModSmZRetrHook,uni1DBC
LtnSmACircumAcute.sc,uni1EA5.sc
GrSmOmegaWPsiliPeris.Por,uni1F66.Por
LtnSmICircum.sc,icircumflex.sc
VulgFracFiveSixths,uni215A
GrCapZeta,Zeta
GrSmOmegaWPsiliPerisYpo.Por,uni1FA6.Por
LtnCapABreveTilde,uni1EB4
HairSpace,uni200A
LtnSmAInvBreve.2StorySItal,uni0203.2StorySItal
ModChinantecTnMrkDotSlashDep,uniF199
LtnSmTDotBlw.sc,uni1E6D.sc
LtnSmTnSix.sc,uni0185.sc
GrSmCapOmega,uniAB65
CombMinusSgnBlw,uni0320
LtnSmACircum.SngStory.sc,acircumflex.SngStory.sc
CySmZheDesc,uni0497
VS14.ShowInv,uniFE0D.ShowInv
LtnSmXDiaer.sc,uni1E8D.sc
LtnSmICaron,uni01D0
LtnSmSdwysOStrk,uni1D13
GrSmAlphaWPsiliPerisYpo,uni1F86
SubFour,uni2084
LtnSmNDotAbv.LP,uni1E45.LP
LtnSmENotch,uni2C78
LtnSmYDotAbv.sc,uni1E8F.sc
LtnSmIDiaerAcute,uni1E2F
ModSmIotaDep,uniF1CA
LtnSmJ.Dotless,j.Dotless
LtnSmUDblGrave,uni0215
LtnSmTHook.sc,uni01AD.sc
V_Versicle,uni2123
LtnSmAeAcute.LP,aeacute.LP
LtnSmDCurl,uni0221
RtToLftEmbedding.ShowInv,uni202B.ShowInv
LtnCapOCircumHookAbv,uni1ED4
CyCapHaHookDep,uniF324
CySmHaDesc,uni04B3
LtnSmSchwaRetrHookDep,uniF23B
LtnSmNCedilla.sc,ncommaaccent.sc
ModCapAe,uni1D2D
LtnSmUDiaer,udieresis
CombDwnTackBlw,uni031E
ModShortEqSgn,uniA78A
GrSmCapGamma,uni1D26
CySmBarredO.sc,uni04E9.sc
GrSmBeta,beta
LtnCapH.Sophia,compLtnCapH
LtnSmUTilde.sc,utilde.sc
ModSmCapNDep,uniF1C2
LtnSmTCircumBlw.sc,uni1E71.sc
LtnCapETilde,uni1EBC
RomNumFiftyEarly,uni2186
LtnSmJCircum,jcircumflex
LtnSmEzhCurl.LrgBowl,uni0293.LrgBowl
LtnSmSCaronDotAbv,uni1E67
LtnSupSmNLftHook,uni1DAE
LtnSupSmZCurlDep,uniF1B7
CySmSemisoftSgn.sc,uni048D.sc
LtnSmA.SngStory,a.SngStory
LtnSmThorn.sc,thorn.sc
LtnSmADotBlw.SngStory.sc,uni1EA1.SngStory.sc
Diaer,dieresis
TnLtrSeg24,compTnLtrSeg24
LtnSmOOgonek.RetroHook,uni01EB.RetroHook
TnLtrSeg22,compTnLtrSeg22
TnLtrSeg21,compTnLtrSeg21
LtnSmACircumTilde.2StorySItal,uni1EAB.2StorySItal
LtnSmD,d
CombDblInvBreveRt,uniFE21
LtnSmF,f
LftStemTnLtr4no,uniA713.no
LtnSmA,a
LtnSmB,b
LtnSmC,c
LtnSmL,l
LtnSmBDotAbv.sc,uni1E03.sc
LtnSmN,n
LtnSmO,o
LtnSmEBreve,ebreve
LtnSmI,i
LtnSmJ,j
GrSmUpsilonWPsiliOxia,uni1F54
LtnSmSDotBlwDotAbv.LP,uni1E69.LP
LtnSmU,u
LtnSmV,v
LtnSmW,w
LtnSmCPalHook,uniA794
LftStemTnLtr2no,uniA715.no
LtnSmR,r
LtnSmACircumGrave.SngStory.LP,uni1EA7.SngStory.LP
LtnSupSmScriptG,uni1DA2
LtnSmEgAlef.sc,uniA723.sc
LtnSmAAcute.LP,aacute.LP
LtnSmX,x
LtnCapRumRotunda,uniA75C
LtnSmZ,z
CombHorn,uni031B
CySmUDiaer.sc,uni04F1.sc
LftTopSqrBrac,uni23A1
MinusSgn,minus
LtnCapNSmJ.sc,uni01CB.sc
LtnSmIDotBlw.sc,uni1ECB.sc
LtnSupSmNLftHookDep,uniF181
LtnCapVDotBlw,uni1E7E
LtnSmTCaron.Caron,tcaron.Caron
LtnLigSmFSmFSmL.SItal,f_f_l.SItal
GrArchaicKoppa,uni03D8
LtnSmHCaron,uni021F
CombDblAcute,uni030B
LtnSmZ.SItal,z.SItal
RtMidCurlyBrac,uni23AC
CySmEf.sc,uni0444.sc
GrCapOmegaWPsiliOxia,uni1F6C
GrCapIotaWDasiaOxia,uni1F3D
LtnSmABreveAcute,uni1EAF
LtnSmHBreveBlw,uni1E2B
LtnSmRevCMiddleDot.sc,uniA73F.sc
LtnSmYDotBlw,uni1EF5
LtnSmNLftHook,uni0272
ModSmEthDep,uniF1BA
LtnSmAAcute.2StorySItal,aacute.2StorySItal
CombCircumAcute.VNLP,uni0302_acutecomb.VNLP
LtnSmECircumGrave.VN.sc,uni1EC1.VN.sc
LtnSmAStrk.SngStory.sc,uni2C65.SngStory.sc
LtnSmUCircumBlw,uni1E77
LtnSmHv.sc,uni0195.sc
LftRtArrw,arrowboth
LtnCapZ.Sophia,compLtnCapZ
LtnSmKPalHook,uni1D84
CyCapPe,uni041F
LtnCapInsularF,uniA77B
CySmStraightU.sc,uni04AF.sc
GrSmRhoWDasia,uni1FE5
FullStop,period
CySmBe.Serb,uni0431.Serb
CySmIGrave.sc,uni045D.sc
GrSmEta,eta
TnLtr2no,uni02E8.no
CySmKaDesc,uni049B
CySmIeGrave,uni0450
LtnSmOGrave,ograve
LtnCapInsularR,uniA782
LtnCapInsularS,uniA784
HyphenationPt,uni2027
LtnCapInsularT,uniA786
LtnSmADiaer.sc,adieresis.sc
LTSgn,less
CombMacron_Breve,uni1DCC
CyCapGheDescDep,uniF320
LtnSmABreveTilde.sc,uni1EB5.sc
LtnSmTsDigraph,uni02A6
ModChinantecTnMrkDotVertBarDep,uniF198
LtnSmACircumAcute.SngStory.VN.sc,uni1EA5.SngStory.VN.sc
LtnSmRevOpnERetrHook,uni1D94
CySmE.MongolStyle.sc,uni044D.MongolStyle.sc
LtnSmIDblGrave.SItal,uni0209.SItal
LtnSmUHornAcute.sc,uni1EE9.sc
GrCapAlphaWDasiaPerisPros,uni1F8F
LftTopCurlyBrac,uni23A7
SglRtPtngAngQuotMrk,guilsinglright
LtnCapPLowStrk,uniA750
CySmSoftSgn,uni044C
Macron.LP,macron.LP
RomNumFiveThousand,uni2181
CySmGheStrkHook,uni04FB
LtnSmACircumAcute.SngStory.sc,uni1EA5.SngStory.sc
CySmStraightUStrk.sc,uni04B1.sc
GrSmKoppa,uni03DF
SubRtParen,uni208E
LtnSmPHook.sc,uni01A5.sc
ModCyCapEn,uni1D78
ModCapM,uni1D39
LtnCapDHook,uni018A
LtnSmIAcute.sc,iacute.sc
ModSmJCrossedTailDep,uniF1BD
GrSmRhoStrkSym,uni03FC
TnLtrNineSeg62.Lines,uniF1F6F1F2.Lines
UpDwnDblArrw,uni21D5
CySmPeMiddleHook.sc,uni04A7.sc
LtnCapTCedilla,uni0162
LtnCapACircumHookAbv.VN,uni1EA8.VN
LtnSmVDiagStrk.SItal,uniA75F.SItal
LtnSmIGrave.SItal.LP,igrave.SItal.LP
CombRevCommaAbv,uni0314
LtnCapKDiagStrk,uniA7A2
LtnSmAVDigraph,uniA739
LtnCapWDotBlw,uni1E88
LtnCapOStrk,Oslash
DigitEight.Sophia,compDigitEight
LtnSmEshPalHookDep,uniF230
CombLowLine,uni0332
RomNumSixLate,uni2185
ModSmHHook,uni02B1
LtnCapADiaerMacron,uni01DE
GrSmIotaWPeris,uni1FD6
LtnSmHCaron.sc,uni021F.sc
CySmODiaer,uni04E7
GrCapEpsilonWOxia,uni1FC9
ModTnYinRuDep,uniF1E2
LtnCapACircumGrave.VN,uni1EA6.VN
LtnCapS,S
ModLowInvExclamationMrk,uniA71F
LtnCapKCedilla,Kcommaaccent
LtnSmKLineBlw.sc,uni1E35.sc
LtnSmSCaronDotAbv.LP,uni1E67.LP
CySmGje,uni0453
SubTwo,uni2082
LtnCapLMiddleDot,Ldot
Diaer.LP,dieresis.LP
LtnCapIDotAbv,Idotaccent
LtnCapACircumHookAbv,uni1EA8
GrCapOmicronWPsiliVaria,uni1F4A
LtnSmOpnE,uni025B
LtnSmUHornDotBlw,uni1EF1
CombDblBreveBlwDep,uniF176
LtnSmLDotBlw.SItal,uni1E37.SItal
LtnSupSmRamsHorn,uniF1B5
CySmZheDiaer,uni04DD
LtnSmAeAcute.sc,aeacute.sc
LtnSmOTilde,otilde
DotAbv.LP,dotaccent.LP
DotTnLtr4Dep,uniF1D6
LtnSmRHookTail.sc,uni027D.sc
CySmPe.sc,uni043F.sc
CySmYa.sc,uni044F.sc
LtnSmUDiaerCaron.LP,uni01DA.LP
LtnCapEth,Eth
LtnSmZDescDep,uniF264
LtnSmICaron.LP,uni01D0.LP
GrQstnMrk,uni037E
LtnCapLj,uni01C7
CombRingBlw,uni0325
LtnSmVisigothicZ,uniA763
CySmTshe.sc,uni045B.sc
LtnCapABreveTilde.VN,uni1EB4.VN
GrSmEpsilonWPsiliVaria,uni1F12
LtnSmOHornDotBlw.sc,uni1EE3.sc
CyCapBe,uni0411
TnLtrNineSeg27.Lines,uniF1F2F1F7.Lines
ModSmHStrk,uniF1BC
LtnCapRAcute,Racute
LtnSmECaron,ecaron
LtnCapDTopbar,uni018B
LtnCapLBelt,uniA7AD
LtnSmTCaron.Caron.sc,tcaron.Caron.sc
CombBreveAcute.VNLP,uni0306_acutecomb.VNLP
LtnSmOMacronGrave,uni1E51
GrCapIotaWPsiliOxia,uni1F3C
NordicMarkSgn,uni20BB
GrSmAlphaWOxia,uni1F71
RtSqrBrac,bracketright
LtnSmYTilde,uni1EF9
CySmHaHook.sc,uni04FD.sc
LtnCapOTildeAcute,uni1E4C
LtnCapCCedilla,Ccedilla
GrCapIotaWDasiaVaria,uni1F3B
LtnSmThornLowStrk,uniA767
DblVertLine,uni2016
CySmAleutKa.sc,uni051F.sc
DotLftStemTnLtr5Dep,uniF1DA
LtnSmVTilde,uni1E7D
LtnSmUDotBlw,uni1EE5
TnStaffLft3no,uniA714.lstaffno
CySmTshe,uni045B
TnLtrNineSeg72.Lines,uniF1F7F1F2.Lines
GrSmEtaWDasia,uni1F21
ModTnYinPingDep,uniF1DF
LftBtmParen,uni239D
GrCapChi,Chi
LtnSmDDotBlw.sc,uni1E0D.sc
GrCapAlphaWDasiaPros,uni1F89
LtnSmACircumDotBlw.2StorySItal.LP,uni1EAD.2StorySItal.LP
LtnSupSmTurnedV,uni1DBA
LtnCapLCircumBlw,uni1E3C
LtnSmDzDigraphCurl,uni02A5
CombBreve,uni0306
GrCapArchaicSampi,uni0372
TnLtrNineSeg98,uniF1F9F1F8
LtnSmLMiddleDot.sc,ldot.sc
CombLtnSmRBlw,uni1DCA
LtnSmABreveAcute.SngStory.LP,uni1EAF.SngStory.LP
TnStaffLft1no,uniA716.lstaffno
LtnSmLigFi.LP,fi.LP
LtnCapHCedilla,uni1E28
GrSmEtaWPeris.Por,uni1FC6.Por
RomNumOneHundred,uni216D
TnLtrNineSeg16.Lines,uniF1F1F1F6.Lines
DblHighRev9QuotMrk,uni201F
LtnSmTnFive.sc,uni01BD.sc
LtnCapVYDigraph,uniA760
CyCapZeDesc,uni0498
TnLtrNineSeg99,uniF1F9
CombLftHalfRingBlw,uni031C
LtnSmIotaStrk,uni1D7C
LtnCapG.Sophia,compLtnCapG
LtnCapECircumTilde,uni1EC4
SupZero,uni2070
CombCaronBlw,uni032C
GrCapEta,Eta
LtnSmDTail,uni0256
CySmPe,uni043F
LtnSmRHookTail.LCStyle,uni027D.LCStyle
ModLftHalfRing,uni02BF
LtnSmIDiaer.SItal.LP,idieresis.SItal.LP
SupplRaisedSqr,uni2E0B
LtnSmEHookAbv,uni1EBB
CySmZhe.sc,uni0436.sc
LtnSmKDescDep,uniF262
CombDblVertLineAbv,uni030E
CombInvBreveBlw,uni032F
LtnSmADiaerMacron,uni01DF
LtnSmLj,uni01C9
LtnCapAVDigraph,uniA738
SubSeven,uni2087
LtnSmEOgonek,eogonek
LtnSmRHookTail,uni027D
LtnSmABreveHookAbv.2StorySItal.VN.LP,uni1EB3.2StorySItal.VN.LP
LtnCapABreveGrave,uni1EB0
GrCapAlphaWPsiliPeris.Por,uni1F0E.Por
CyCapGheMiddleHook,uni0494
LtnCapJStrk,uni0248
LtnSmUMacronDiaer.LP,uni1E7B.LP
DblLow9QuotMrk,quotedblbase
LtnSmF.SItal,f.SItal
LtnSmQHookTail,uni024B
LtnSmACircumAcute.SngStory.VN,uni1EA5.SngStory.VN
LtnSmWDotAbv,uni1E87
CySmCheVertStrk.sc,uni04B9.sc
ModCapBarredB,uni1D2F
TnContRt53,uni02E5.3
GrSmAlphaWPsiliVariaYpo,uni1F82
LtnSmXDotAbv,uni1E8B
LtnCapNLftHook,uni019D
TnContRt52,uni02E5.2
SupLftParen,uni207D
LtnSmOCircumGrave,uni1ED3
LtnSmOCircumHookAbv.VN.LP,uni1ED5.VN.LP
LtnSmOHornTilde.sc,uni1EE1.sc
LtnSmGDiagStrk.SngBowl,uniA7A1.SngBowl
LtnSmEDotAbv.sc,edotaccent.sc
CySmGheStrkDesc,uniF327
LtnSmURingAbv,uring
GrSmIotaWPsiliVaria,uni1F32
LtnCapEMacron,Emacron
LtnSmEsh,uni0283
LtnSupSmScriptGDep,uniF1A6
CyCapStraightU,uni04AE
GrCapOmegaWPsiliPros,uni1FA8
LtnSmTCommaBlw.sc,uni021B.sc
LtnSmZDotBlw.sc,uni1E93.sc
CombOgonek.Lrg,uni0328.Lrg
ModSmGrGamma,uni1D5E
TnLtrNineSeg64.Lines,uniF1F6F1F4.Lines
LtnSmSDiagStrk.sc,uniA7A9.sc
SubSix,uni2086
LtnSmPHighCurl.sc,uniA755.sc
CyCapShortITail,uni048A
LtnSmABreveTilde.2StorySItal.VN.LP,uni1EB5.2StorySItal.VN.LP
TnStaffLft4no,uniA713.lstaffno
